SEMANA;Fecha;Tipo Transferencia;Origen;Destino;Division; BULTOS; UNIDADES; BULTOS; UNIDADES
16;15/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS INTERIOR;;;0;33
16;15/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS ROPA;;;4;866
16;15/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS VERANO;;;1;55
16;15/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ROPA;;;1;34
16;15/4/2025;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;;;3;178
16;15/4/2025;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;;;1;143
16;15/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS HOGAR;;;3;193
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS INTERIOR;;;1;4
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;;;2;138
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS HOGAR;;;3;50
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS HOGAR;;;1;64
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS INTERIOR;;;4;63
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS ROPA;;;5;937
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS HOGAR;;;1;5
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;;;1;42
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS HOGAR;;;3;186
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;;;1;60
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS HOGAR;;;1;25
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS INTERIOR;;;2;56
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;;;3;525
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS HOGAR;;;1;5
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ACCESORIOS;;;0;8
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS INTERIOR;;;0;7
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ROPA;;;0;248
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS BEBE;;;0;1
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS HOGAR;;;1;117
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS INTERIOR;;;1;13
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;;;5;676
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS HOGAR;;;1;5
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;;;1;132
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS ROPA;;;1;40
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS HOGAR;;;0;10
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS JUGUETERIA;;;0;8
16;16/4/2025;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS ROPA;;;0;1
16;17/4/2025;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS ACCESORIOS;;;1;2
16;17/4/2025;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS HOGAR;;;1;17
16;17/4/2025;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS INTERIOR;;;1;9
16;17/4/2025;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS JUGUETERIA;;;0;6
16;17/4/2025;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS ROPA;;;4;856
16;17/4/2025;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS VERANO;;;0;2
16;17/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS HOGAR;;;1;20
16;17/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS INTERIOR;;;2;28
16;17/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS JUGUETERIA;;;0;7
16;17/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;;;5;953
16;17/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS VERANO;;;1;1
16;17/4/2025;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;;;1;75
16;17/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;;;1;222
16;17/4/2025;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS VERANO;;;1;1
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS HOGAR;7;159;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;3;710;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS ROPA;3;163;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS ROPA;2;207;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS VERANO;1;17;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;EL NEGRITO, YORO-DS;DS HOGAR;1;7;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS HOGAR;3;210;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;4;232;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;3;67;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS ROPA;1;26;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS HOGAR;1;8;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS ROPA;1;24;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, MEGATIENDA;DS ROPA;4;282;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS HOGAR;1;8;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS ROPA;3;165;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;2;130;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS INTERIOR;1;7;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS ROPA;3;103;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS ROPA;3;246;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS ROPA;2;107;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS HOGAR;4;40;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;3;69;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ROPA;6;196;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS HOGAR;1;22;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS ROPA;4;356;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS HOGAR;1;32;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;2;88;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS HOGAR;1;21;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;4;114;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;3;88;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS HOGAR;1;8;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS ROPA;3;65;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS HOGAR;1;43;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS ROPA;3;59;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS HOGAR;2;30;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS ROPA;3;150;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS ROPA;2;63;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS HOGAR;3;185;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS ROPA;5;435;;
16;12/4/2026;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS ROPA;1;18;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS HOGAR;8;376;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;3;156;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS ROPA;1;50;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS HOGAR;1;40;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS ROPA;2;130;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;2;80;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;1;50;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS ROPA;2;23;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS HOGAR;1;5;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, MEGATIENDA;DS HOGAR;2;16;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS INTERIOR;1;1;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS ROPA;5;416;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS INTERIOR;1;1;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;3;230;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;2;70;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS ROPA;4;310;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS INTERIOR;1;30;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS ROPA;3;199;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS ROPA;2;140;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS HOGAR;5;170;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;1;8;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS HOGAR;1;6;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ROPA;4;230;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS ROPA;1;80;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS HOGAR;1;15;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;2;48;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS HOGAR;1;7;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;1;30;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS HOGAR;3;125;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;3;111;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS HOGAR;1;8;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS INTERIOR;1;2;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS ROPA;2;85;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS ROPA;1;32;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS HOGAR;1;8;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS ROPA;2;198;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS ROPA;1;40;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS HOGAR;1;66;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS ROPA;2;160;;
16;13/4/2026;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS HOGAR;1;8;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS HOGAR;7;258;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS INTERIOR;1;50;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;4;209;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS HOGAR;3;32;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS INTERIOR;1;30;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS ROPA;1;19;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS HOGAR;3;36;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS ROPA;3;236;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS HOGAR;2;145;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS HOGAR;1;23;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;4;245;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS HOGAR;1;12;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS INTERIOR;2;66;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;2;110;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS HOGAR;2;35;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS ROPA;2;295;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS INTERIOR;1;30;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;1;75;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;6;114;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS INTERIOR;1;30;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS ROPA;1;26;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS HOGAR;2;27;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS INTERIOR;1;15;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS ROPA;3;443;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS ROPA;2;127;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS HOGAR;5;169;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS INTERIOR;1;50;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ROPA;2;81;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS HOGAR;1;6;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS HOGAR;1;7;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS INTERIOR;1;50;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;3;125;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS HOGAR;1;18;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS INTERIOR;2;65;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;3;125;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS HOGAR;2;33;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS INTERIOR;1;50;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;2;180;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS HOGAR;1;20;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS INTERIOR;2;115;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS ROPA;1;20;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS HOGAR;1;4;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS ROPA;1;18;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS HOGAR;1;25;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS HOGAR;1;6;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS ROPA;3;81;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS ROPA;1;117;;
16;14/4/2026;SEGUNDA;BODEGA DANILOS ;YORO-DS;DS HOGAR;1;18;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS HOGAR;1;30;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS INTERIOR;2;141;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;2;144;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS HOGAR;2;56;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS ROPA;2;45;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS HOGAR;1;43;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS INTERIOR;1;18;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS ROPA;1;40;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS HOGAR;1;81;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS INTERIOR;1;18;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;1;20;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS HOGAR;1;26;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS INTERIOR;1;26;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS ROPA;5;258;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS INTERIOR;1;114;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, MEGATIENDA;DS ROPA;2;37;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS ROPA;2;52;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS INTERIOR;1;30;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;3;115;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS INTERIOR;1;103;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS ROPA;2;104;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-PEÑA BLANCA;DS ROPA;1;13;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SABA;DS ROPA;1;22;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS HOGAR;1;34;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS INTERIOR;1;160;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-SAN ESTEBAN;DS ROPA;1;21;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS INTERIOR;1;30;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TALANGA ;DS ROPA;5;394;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS INTERIOR;1;23;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-TRINIDAD;DS ROPA;2;34;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS HOGAR;1;38;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS INTERIOR;2;114;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;LEPAERA-DS;DS ROPA;2;78;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS INTERIOR;3;173;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;MEGACARPA EL PROGRESO-DS;DS ROPA;2;150;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS INTERIOR;1;100;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;OLANCHITO-DS;DS ROPA;2;62;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS HOGAR;1;40;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;RIO LINDO, LA  VITRINA;DS INTERIOR;1;100;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS HOGAR;1;14;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;SAN FRANCISCO-DS;DS INTERIOR;1;30;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;SAN MARCOS OCOTEPEQUE, LA VITR;DS INTERIOR;2;125;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;SANTA RITA, COPAN -DS;DS ROPA;2;38;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS HOGAR;5;32;;
16;15/4/2026;SEGUNDA;BODEGA DANILOS ;SONAGUERA-DS;DS ROPA;1;21;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;CAMPAMENTO OLANCHO-DS;DS ROPA;3;102;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS INTERIOR;1;24;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;CATACAMAS-DS;DS ROPA;1;50;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;CUCUYAGUA-DS;DS ROPA;1;30;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;GRACIAS, LEMPIRA-DS;DS HOGAR;6;279;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS HOGAR;3;74;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;GUAYMACA-DS;DS ROPA;1;30;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA CEIBA-DS;DS ROPA;3;224;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS HOGAR;1;26;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA LIBERTAD-DS;DS ROPA;1;23;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA INTIBUCA;DS ROPA;1;40;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, MEGATIENDA;DS HOGAR;1;18;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, MEGATIENDA;DS ROPA;1;58;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS HOGAR;1;17;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA, TOCOA;DS ROPA;3;108;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS INTERIOR;1;24;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-EL PARAISO;DS ROPA;4;143;;
16;16/4/2026;SEGUNDA;BODEGA DANILOS ;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;2;46;;
