FECHA;PRODUCCION;META/TIEMPO;ÁREA;SEMANA;MES;DIVISION2;AÑO
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;108;96.3;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;22.22;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;23;22.22;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;22.22;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;103.7;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;23;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;23;81.48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;84;125.93;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;24;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;24;29.63;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;88.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;24;37.04;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;24;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;24;37.04;PRODUCCION;SEM 17;ABRIL; INTERIOR DETALLE ;2026
20/4/2026;72;88.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;36;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;140.74;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;81.48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;88.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;47;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;24;22.22;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;71;118.52;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;37.04;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;81.48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;47;88.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;37.04;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;72;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;88.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;36;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;36;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;111.11;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;103.7;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;96.3;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;36;29.63;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;81.48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;36;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;37.04;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;81.48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;43;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;34;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;96.3;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;177.78;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;72;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;88.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;118.52;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;88.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;96.3;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;88.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;96.3;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;125.93;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;125.93;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;36;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;88.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;36;96.3;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;111.11;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;72;133.33;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;24;37.04;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;12;29.63;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;36;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;36;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;71;185.19;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;36;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;111.11;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;24;37.04;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;24;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;36;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;24;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;81.48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
20/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;56;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;96.3;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;28;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;81.48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;96;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;72;140.74;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;23;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;81.48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;88.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;81.48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;81.48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;37.04;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;72;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;72;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;72;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;24;29.63;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;72;88.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;96;103.7;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;88.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;69;69;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;24;46.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;36;36;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;60;59.11;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;60;71.56;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;60;43.56;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;60;71.56;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;60;56;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;60;80.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;60;62.22;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;60;62.22;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;60;80.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;60;56;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;60;62.22;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;60;68.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;103.7;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;29.63;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;37.04;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;96;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;22.22;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;72;37.04;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;60;29.63;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;36;22.22;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;96;103.7;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;88.89;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;120;148.15;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;72;81.48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;36;37.04;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;96;96.3;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;36;44.44;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;72;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;72;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;72;81.48;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;80;111.11;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;51.85;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;120;96.3;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;59.26;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;48;66.67;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
19/4/2026;72;74.07;PRODUCCION;SEM 17;ABRIL; ROPA ;2026
18/4/2026;48;51.85;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;125.93;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;133.33;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;148.15;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;37.04;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;49.78;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;74.07;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;111.11;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;74.07;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;74.07;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;43.56;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;62.22;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;96.3;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;74.07;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;59.26;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;66.67;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;74.07;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;59.26;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;40;44.44;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;44.44;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;31.11;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;46.67;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;46.67;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;133.33;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;66.67;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;96.3;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;66.67;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;51.85;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;36;37.04;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;60;118.52;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;74.07;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;36;51.85;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;36;44.44;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;36;37.04;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;36;59.26;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;59.26;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;60;62.22;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;59.26;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;36;74.07;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;36;51.85;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;120;99.56;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;120;77.78;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;51.85;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;42;42;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;118.52;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;103.7;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;44;74.07;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;60;81.48;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;43;130.67;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;222.22;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;148.15;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;111.11;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;81.48;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;88.89;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;81.48;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;88.89;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;66.67;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;111.11;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;88.89;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;96.3;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;125.93;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;51.85;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;47;74.07;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;74.07;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;51.85;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;66.67;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;59.26;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;72;155.56;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
18/4/2026;48;81.48;PRODUCCION;SEM 16;ABRIL; ROPA ;2026
